gene,log2FC,pval,-log10p,gene_name
YEL033W,-1.3223091087442838,3.121281259425333e-17,16.505667095188308,MTC7
YGL076C,-1.5325832460408442,1.3951215957704582e-16,15.855387938576238,RPL7A
YHR174W,-1.1229860322537468,1.970574424965812e-15,14.705407157986105,ENO2
YPR080W,-0.9658963745580665,2.651168124943298e-15,14.576562730426117,TEF1
YGL123W,-1.193281080068008,2.7243765062813445e-15,14.564732873520969,RPS2
YEL054C,-1.6018680513337766,4.171029427936249e-15,14.379756746057971,RPL12A
YBR031W,-1.2778898053273393,2.3905131967778823e-14,13.62150885444801,RPL4A
YOL120C,-1.2042622761774318,4.019157048300779e-14,13.395865023447715,RPL18A
YNL178W,-1.1159440504156768,8.812948018760481e-14,13.054878791461004,RPS3
YLR048W,-1.9361497342785658,1.162296266448521e-13,12.934683157243505,RPS0B
YGR254W,3.8331900185082026,1.3806474244961594e-13,12.859917212909721,ENO1
YBL027W,-1.1160929923963114,5.329426602214438e-13,12.273319514592576,RPL19B
YDR064W,-1.3433813768293796,8.209889379783063e-13,12.085662694533843,RPS13
YHR094C,3.049167884129216,9.98417011563711e-13,12.000688027856656,HXT1
YPR132W,-1.0007984709745155,1.0372371510172018e-12,11.98412193637548,RPS23B
YGL147C,-1.6509815896212994,1.7487901655464098e-12,11.757262297675329,RPL9A
YPL131W,-1.157941632869663,2.150759428145227e-12,11.667408164634402,RPL5
YLR167W,-0.8745495517121049,2.9019498792747827e-12,11.537310092705438,RPS31
YOL039W,-1.2046568514293312,3.281776157924722e-12,11.483891044457021,RPP2A
YKR057W,-1.3460000100566178,3.289495511840093e-12,11.482870701814116,RPS21A
YLR325C,-1.2123071933810823,3.9943516922688255e-12,11.398553699283196,RPL38
YJL190C,-1.4576288495680405,4.344338046452841e-12,11.362076388300192,RPS22A
YLR340W,-1.119599270797069,6.585707704999096e-12,11.181397548589642,RPP0
YOR369C,-0.9753654134149903,1.2804116906908188e-11,10.892650369220709,RPS12
YKL216W,-3.0196615927505794,1.3035857130419013e-11,10.884860407934621,URA1
YLR406C,-1.5166403564201796,3.088125584073751e-11,10.510305046626057,RPL31B
YFR031C-A,-1.0755783389700166,4.074023800371866e-11,10.389976438188095,RPL2A
YPR102C,-1.2157914493298285,4.423977258985707e-11,10.354187114145132,RPL11A
YML026C,-1.5077798480743019,5.7609907708683397e-11,10.239502820514518,RPS18B
YGR214W,-1.6436999562520296,1.1090265390352149e-10,9.955058061047737,RPS0A
YBL087C,-1.3660066281126921,2.0262457017401648e-10,9.693307893408084,RPL23A
YDL130W,-0.9370925021077795,2.0816488273674107e-10,9.68159253380731,RPP1B
YDL075W,-1.4818542792054024,2.5823655194690437e-10,9.58798228575151,RPL31A
YOR096W,-1.1151896782737503,3.827347807522529e-10,9.417102069778565,RPS7A
YBR181C,-1.327004620479352,3.887577274870306e-10,9.410320965240677,RPS6B
YMR143W,-1.1589572085263982,5.28695532592122e-10,9.27679435931077,RPS16A
YMR242C,-1.0728029926222689,5.31746110292462e-10,9.274295678265286,RPL20A
YIL018W,-1.1783120921850854,8.752534731482066e-10,9.057866157208336,RPL2B
YDR025W,-1.2283468386443546,1.5198089085897899e-09,8.818211014135555,RPS11A
YJR123W,-1.051279205571757,1.8133692676666972e-09,8.741513748811155,RPS5
YMR142C,-0.912476208466535,2.1361595920413567e-09,8.670366304380472,RPL13B
YLR264W,-1.8028010882923302,3.1741447325050554e-09,8.49837327446358,RPS28B
YLR264C-A,-1.6620415909585637,3.6429870526028863e-09,8.438542372264292,YLR264C-A
YDR077W,4.041753005566618,4.959112458641325e-09,8.304596043026981,SED1
YDL083C,-1.1802478273117514,5.3463920171287205e-09,8.271939200343052,RPS16B
YHR089C,-2.268807758588417,5.594269744157119e-09,8.25225659667479,GAR1
YJL052W,4.955511581245632,6.057860881713381e-09,8.217680704426398,TDH1
YKL056C,-1.6145672046418944,6.318703730907092e-09,8.199372007201074,TMA19
YMR116C,-1.3245441999174752,6.3687097163830606e-09,8.195948545657604,ASC1
YGL031C,-0.9283059385725786,7.499433985114265e-09,8.124971513464,RPL24A
YIL133C,-1.7709573591725134,8.428245152425157e-09,8.074262840553612,RPL16A
YPL220W,-1.4582788364600876,8.812189801344947e-09,8.054916157369085,RPL1A
YHR087W,6.547717695908019,1.0025615942742601e-08,7.998888936182403,RTC3
YOR167C,-1.1617717343033338,1.1561889525572455e-08,7.936971184646381,RPS28A
YLR109W,0.9720812061600969,1.2428893740740942e-08,7.9055675249120565,AHP1
YKL006W,-1.0052140380629,1.4555964124512748e-08,7.836959023472264,RPL14A
YER131W,-1.1654143212880472,2.0108478546199264e-08,7.69662078788097,RPS26B
YGL037C,4.941076475263581,2.2026166717125266e-08,7.6570610779039106,PNC1
YDR524C-B,-0.9554927512156527,2.428650209047814e-08,7.614635030777231,YDR524C-B
YGR148C,-0.8784997712150134,2.4978471926321337e-08,7.602434133386434,RPL24B
YBR085C-A,2.952905750307847,2.9029793895132007e-08,7.537156047548437,YBR085C-A
YGL102C,-1.1609130114832278,3.096228438305933e-08,7.509167004760522,YGL102C
YLR160C,1.9912356620698737,3.281430787228233e-08,7.483936751559993,ASP3-4
YJR104C,1.3520902805898722,3.610124993073737e-08,7.442477761290338,SOD1
YML070W,4.860132628420427,4.17814876579626e-08,7.379016100733358,DAK1
YDL191W,-0.8717443729555664,4.410341981671727e-08,7.355527733662642,RPL35A
YER062C,3.101032949520032,5.023347276539582e-08,7.299006796940705,YER062C
YBR191W-A,-1.2150335023447902,5.4183548831110824e-08,7.266132553616348,YBR191W-A
YDL081C,-0.8008285612120477,5.9510828861347765e-08,7.225404000879505,RPP1A
YBR084C-A,-0.892029411988515,6.86578366764397e-08,7.163309884776948,RPL19A
YML073C,-1.160883143006417,7.00050015122894e-08,7.154870930677276,RPL6A
YGL135W,-1.1456175469903438,8.21111249019412e-08,7.085597998103324,RPL1B
YGR034W,-0.9418167612044793,9.52352089190073e-08,7.021202461150142,RPL26B
YOL151W,2.1871096214134473,1.0670157435398367e-07,6.971829172626107,GRE2
YBL092W,-0.6933250936994778,1.1202065260469263e-07,6.950701901567373,RPL32
YER102W,-0.9416559801146499,1.1356360629959051e-07,6.944760824572175,RPS8B
YNL162W,-0.9808790977223819,1.1801661898828745e-07,6.928056831450646,RPL42A
YDR533C,3.5584897194469365,1.2519319850442695e-07,6.9024192648335205,HSP31
YDL124W,2.8395600013273494,1.266414379363313e-07,6.8974241669685945,YDL124W
YBR189W,-1.1325944388548115,1.6142599992639372e-07,6.792026514749162,RPS9B
YGR086C,2.2110617720715466,1.6720881840628658e-07,6.776740822087204,PIL1
YLR154W-A,1.7513048076009659,1.744048449024414e-07,6.7584414546949105,YLR154W-A
YLR354C,1.409440591311406,1.7544470902122738e-07,6.755859724499206,TAL1
YDR001C,3.2337261443495113,1.8054209085432546e-07,6.743421532291486,NTH1
YIL148W,-0.7228616265435027,1.8139422441399578e-07,6.741376544977484,RPL40A
YOR298C-A,1.7619245072521255,1.8323874443757848e-07,6.73698269269654,MBF1
YLR150W,-0.8665470143433318,1.9489618262035272e-07,6.71019666720948,STM1
YDR385W,-1.2844359803732517,1.9769056816255527e-07,6.704014050426691,EFT2
YDR447C,-1.0550144771980194,1.9890094816615902e-07,6.701363146577177,RPS17B
YHR010W,-1.0520724802787433,2.148997251748158e-07,6.667764139907055,RPL27A
YLR249W,-0.9506093839236243,2.1492638229641906e-07,6.6677102714210355,YEF3
YHR141C,-0.846625320354145,2.538030030161954e-07,6.595503243605982,RPL42B
YHR104W,3.8952035018469506,2.831777299360583e-07,6.5479409040408205,GRE3
YDR353W,1.5672938589663696,3.54277848465838e-07,6.450656001462489,TRR1
YDR524W-C,-0.9150113869959063,3.735072250654813e-07,6.427700992842635,YDR524W-C
YJL133C-A,2.2501135667971837,3.7736371851915245e-07,6.4232398572298335,YJL133C-A
YDL082W,-1.2139236502755364,3.885242086506149e-07,6.410581915458126,RPL13A
YMR090W,4.462951676898889,3.996468548283561e-07,6.398323600524867,YMR090W
YKL071W,4.437606498786601,4.009495854715685e-07,6.39691023119016,YKL071W
YCR031C,-0.8813759169822223,4.125280442517965e-07,6.384546522144829,RPS14A
YPL079W,-0.9965579764592871,5.060819245859378e-07,6.295779173840731,RPL21B
YCL026C-B,5.1208129847314385,6.071854063042665e-07,6.21667867525107,HBN1
YMR122W-A,2.5960820777931874,6.157314235277072e-07,6.210608681853631,YMR122W-A
YPL240C,2.4693703961441926,6.459177372360815e-07,6.189822789341373,HSP82
YGR085C,-0.963295144551009,6.56725580451983e-07,6.182616066957764,RPL11B
YKL085W,3.219723904984061,7.064816346998315e-07,6.150899123344354,MDH1
YGR209C,1.9687239327969135,7.198779199505031e-07,6.142741146884237,TRX2
YGR159C,-2.392742895122622,7.582158793584909e-07,6.120207124360187,NSR1
YJR145C,-0.8878593862808094,7.761563304457322e-07,6.110050795994317,RPS4A
YBR191W,-1.0900730472120188,8.516837558912538e-07,6.069721635945825,RPL21A
YLR185W,-1.0468188563041365,8.66314452184513e-07,6.062324440476175,RPL37A
YOR285W,1.9716368183036659,8.859146806502953e-07,6.052608101484254,RDL1
YDL243C,5.031685675742635,1.0031039893091602e-06,5.998654042411139,AAD4
YDR500C,-1.0795216722411003,1.0456210142794285e-06,5.98062569714338,RPL37B
YMR230W,-0.9148561420021427,1.0583443173572914e-06,5.97537301774404,RPS10B
YJL177W,-1.2821618733219138,1.1340371729450167e-06,5.945372709340555,RPL17B
YLR158C,1.8965775537833112,1.2416559327365548e-06,5.905998732030062,ASP3-3
YOR052C,2.9665688566312345,1.2436478401124182e-06,5.905302580053406,YOR052C
YPL090C,-0.9504861560831347,1.3149344616773132e-06,5.88109589252875,RPS6A
YBL064C,2.993393459728398,1.342823391160517e-06,5.871981102214419,PRX1
YPL171C,6.170822186519766,1.3560136542937932e-06,5.867735937346099,OYE3
YDR418W,-0.9279445362037421,1.3563699391741097e-06,5.867621843927477,RPL12B
YOR312C,-0.9916369196819177,1.442831054952518e-06,5.840784518662124,RPL20B
YJR059W,2.5129661417676368,1.5897357065216539e-06,5.7986750711134505,PTK2
YLL039C,3.3639931107191816,1.5902485941874614e-06,5.798534979676535,UBI4
YDR032C,1.8185423940398735,1.6097861060107347e-06,5.793231825303785,PST2
YCR012W,0.657838581647564,1.634773145540781e-06,5.78654250506813,PGK1
YHR203C,-1.247954609379557,1.6730267143027724e-06,5.776497124320538,RPS4B
YER117W,-0.8522247179152688,2.1689212602502967e-06,5.663756214172768,RPL23B
YAL005C,1.4151218444562375,2.954566951782505e-06,5.52950616426944,SSA1
YLL045C,-0.8592517665248288,2.988566483903224e-06,5.524537078370992,RPL8B
YDR368W,2.272890324883861,2.9909492704769145e-06,5.524190952979643,YPR1
YKL081W,-1.0472374967051328,3.0151579641443792e-06,5.520689930237211,TEF4
YDL061C,-0.6758390030600396,3.2807436415785913e-06,5.484027704206325,RPS29B
YGR008C,3.9681385452066764,3.4141195444668556e-06,5.466721276251939,STF2
YGR118W,-0.7653290824517984,4.426483742889597e-06,5.353941126471199,RPS23A
YPR036W-A,1.6041563773557133,4.551728638409371e-06,5.341823637288361,SPO24
YIL069C,-1.2441258599298615,4.664094393507524e-06,5.331232668762634,RPS24B
YKL096W,2.513099543054607,4.734421787089905e-06,5.324733053621607,CWP1
YOL040C,-0.6640490600325343,4.7633552793782986e-06,5.32208702501387,RPS15
YBR126C,3.802421557556482,4.789486407965411e-06,5.319711054883002,TPS1
YDL222C,6.074083108996254,4.9480066665439156e-06,5.30556972390927,FMP45
YDR074W,5.473175550053327,4.997409107789944e-06,5.301255096028104,TPS2
YCL040W,4.664608904868767,5.01576797120956e-06,5.299662562120337,GLK1
YOR293W,-0.889511594489904,5.021429425641684e-06,5.299172636779038,RPS10A
YPR148C,2.5849215869742204,5.496308018492776e-06,5.259928936977738,YPR148C
YIL052C,-0.7500328630318776,5.725393584062899e-06,5.242194653003563,RPL34B
YNR001C,1.8667170563149866,5.764657818569454e-06,5.239226466672417,CIT1
YBR117C,8.946132255015943,6.083724188724573e-06,5.2158304833156475,TKL2
YKL013C,2.240378301206452,6.15634942292699e-06,5.2106767383950805,ARC19
YBL072C,-0.6666387479178223,6.236868207040834e-06,5.205033433046777,RPS8A
YKL180W,-1.0641695081263753,7.2658070348758175e-06,5.138716140302296,RPL17A
YBR118W,-0.4961802019897397,7.496018044841285e-06,5.125169376660624,TEF2
YDL022W,4.685559952204438,7.82355214682514e-06,5.106596018359699,GPD1
YGL157W,3.081209952178885,8.738673997571725e-06,5.058554462013987,ARI1
YLR179C,1.5775863185692165,9.38417192145229e-06,5.027604044386335,YLR179C
YKL065C,2.2428778379635506,9.835900883150603e-06,5.00718585631779,YET1
YNL274C,5.872940398893137,9.92622971927237e-06,5.0032156782966695,GOR1
YML063W,-0.7544219604600888,1.0640571519084577e-05,4.973035044886944,RPS1B
YBR047W,4.086702147840141,1.091281709781725e-05,4.962063123645463,FMP23
YDL223C,5.778388139632975,1.2165628477126396e-05,4.914865450473589,HBT1
YLR258W,4.124699762255765,1.2381310622441525e-05,4.907233380682052,GSY2
YER053C,4.786774868888266,1.2843827083414862e-05,4.891305549977559,PIC2
YFR052C-A,3.9703811498304047,1.2928445876389196e-05,4.888453678358146,YFR052C-A
YNL134C,0.7684062441381178,1.3565657028880342e-05,4.867559167099068,YNL134C
YHR054W-A,3.3731757444346133,1.3999627754502507e-05,4.853883511915673,YHR054W-A
YEL026W,-1.6234023566714615,1.4460941561082117e-05,4.839803428931551,SNU13
YKL182W,-1.6662468542690805,1.4534959221341491e-05,4.837586182329825,FAS1
YJL136C,-0.8409871276252404,1.4927863813688691e-05,4.826002335630888,RPS21B
YGR162W,-2.435401611306141,1.5879200193806555e-05,4.799171375974665,TIF4631
YJL159W,5.17872118081362,1.602796013031347e-05,4.795121746549195,HSP150
YJL122W,-2.875122057855078,1.667171309204049e-05,4.778019772205893,ALB1
YMR173W-A,1.6209444222607714,1.8286283844421153e-05,4.7378745432846765,YMR173W-A
YMR229C,-2.218401723234223,1.8759229070133956e-05,4.726785013369873,RRP5
YOR027W,1.726816187786334,1.8783481195084978e-05,4.726223915599823,STI1
YML131W,3.556429729268388,1.963575845664876e-05,4.706952318881691,YML131W
YMR250W,6.533158925969308,1.9750910828211318e-05,4.704412871756759,GAD1
YLR448W,-0.9981763306059651,2.2698830008199468e-05,4.643996527568021,RPL6B
YNR016C,-0.9520518250570206,2.3354728200152464e-05,4.6316251826198656,ACC1
YNL301C,-2.2484136863868467,2.3595507909972876e-05,4.627170669724956,RPL18B
YFL014W,3.406652272241763,2.3786968904403756e-05,4.623660895161537,HSP12
YOR374W,4.142008087898007,2.4420207284064713e-05,4.612250653988867,ALD4
YOR133W,-1.0399869278353768,2.449218585471942e-05,4.610972453655183,EFT1
YML004C,3.1386814177044107,2.4896285160140178e-05,4.60386545028624,GLO1
YOL143C,1.4572576096715724,2.920539907171488e-05,4.534536855047998,RIB4
YHL001W,-1.0472343229697336,2.93507008657254e-05,4.53238152376959,RPL14B
YMR226C,1.8672528740955536,2.95760551086889e-05,4.529059753218788,YMR226C
YOL052C-A,4.05625174374785,2.9743596839515926e-05,4.5266065141899885,DDR2
YFL057C,2.3213156497373424,3.186000605070043e-05,4.496754146055743,None
YNL190W,1.435988972929299,3.206631575813505e-05,4.493950935232976,YNL190W
YML128C,6.320582617520468,3.375988850621469e-05,4.471598996324098,MSC1
YOR063W,-0.537969027237533,3.4041502643285956e-05,4.467991277750669,RPL3
YKL067W,2.3496235309331297,3.556341165972593e-05,4.448996583080859,YNK1
YML100W,5.105556492753318,3.597934809736118e-05,4.44394670981436,TSL1
YOR234C,-1.9422077971902263,3.6500698129516666e-05,4.437698828943602,RPL33B
YNR034W-A,7.185518981572042,3.6937938904995156e-05,4.4325273413581545,EGO4
YBR149W,2.2522987199627367,3.6943415908896775e-05,4.432462950752915,ARA1
YLR110C,0.6348580308463581,3.7137656808325054e-05,4.4301855014394675,CCW12
YKL007W,1.8080420941164974,3.769820109630703e-05,4.423679373205008,CAP1
YAL060W,3.2893318614102247,3.787795411288116e-05,4.421613486413259,BDH1
YKL150W,3.479407917000332,3.9368784326142804e-05,4.404847995639015,MCR1
YMR251W-A,2.624065195010646,4.1286463196928476e-05,4.384192319349734,HOR7
YHR055C,1.8629255061104262,4.5080798662669076e-05,4.346008398488451,CUP1-2
YHR138C,3.4645756826824323,4.688947880237821e-05,4.328924594612593,YHR138C
YEL060C,3.109620600957719,4.6937319872293544e-05,4.328481712306756,PRB1
YDL229W,-1.5569707568198874,4.82035970578438e-05,4.31692055254778,SSB1
YBR116C,6.262595543478273,4.911047345718396e-05,4.308825878964481,YBR116C
YKL009W,-2.3793118684816568,5.116883769568283e-05,4.290994447950382,MRT4
YOR120W,3.0586062608441864,5.1342786483191463e-05,4.2895205649315304,GCY1
YBR046C,5.334065347365757,5.14874362073864e-05,4.288298733123358,ZTA1
YIL062C,1.5118626985436938,5.337062456069122e-05,4.272697714909084,ARC15
YKL035W,3.713957885457452,5.406428808517874e-05,4.26708951139579,UGP1
YDR471W,-1.0605871667580011,5.534796378834007e-05,4.256898351872058,RPL27B
YOR031W,3.5535153650800972,5.800914938973889e-05,4.236503502711184,None
YKL060C,0.5048475328927744,5.836385439813396e-05,4.233856034657868,FBA1
YKL103C,2.920157857993346,5.973227992343182e-05,4.223790908335656,YKL103C
YMR105C,4.318529874274255,6.516860117303103e-05,4.1859616009217495,PGM2
YGR243W,4.414175399082416,6.534481283187763e-05,4.184788881655029,MPC3
YER074W,-0.6377123848219063,6.869112591863387e-05,4.163099365029269,RPS24A
YJL055W,2.488912991495759,6.944149722113575e-05,4.1583809239509835,YJL055W
YDL228C,-1.096845648225933,7.047887189090524e-05,4.151941056007414,YDL228C
YOR341W,-2.257001329961779,7.54032869857169e-05,4.122609721920091,RPA190
YNL200C,4.138162599042137,7.602782361894177e-05,4.1190274414981545,NNR1
YNL302C,-0.8299275009578335,8.01259504946851e-05,4.09622680562104,RPS19B
YDR171W,5.130861720866677,8.19970177442029e-05,4.086201942747857,HSP42
YLL026W,5.128129920711923,8.296731280153863e-05,4.08109297588869,HSP104
YLR154C-G,1.959175435592285,8.309829171783302e-05,4.080407904075629,YLR154C-G
YIR035C,1.8155709273542393,8.40063381767509e-05,4.075687945707831,YIR035C
YKR094C,-0.8488099549824056,9.066025991477083e-05,4.04258304019252,RPL40B
YDL014W,-1.4602947788013614,9.646084911783603e-05,4.015648919424632,NOP1
YNL305C,5.208007844301023,0.0001019405237848076,3.9916531392751975,BXI1
YGL121C,4.11473198804242,0.00010659041661846849,3.972281840307678,GPG1
YKL153W,0.5256299163838956,0.0001098007353884615,3.959394751196661,YKL153W
YLR270W,4.69369473344175,0.00011014700459724949,3.958027308813477,DCS1
YJL060W,3.6904503328763467,0.00011258459828456624,3.9485210174556093,BNA3
YJR065C,2.2210506456509407,0.00011519975158513971,3.938548457417315,ARP3
YDL110C,4.438510613818552,0.00011685833582307636,3.93234030275963,TMA17
YMR169C,8.27216924904857,0.00012201582888400323,3.9135838254641313,ALD3
YMR315W,2.4854745850995914,0.0001222642161673942,3.912700632048099,YMR315W
YJR085C,1.834822410154551,0.00012463721810299224,3.9043522529963073,YJR085C
YGL030W,-0.7080588195847709,0.000125163710570733,3.9025215703540077,RPL30
YJL107C,3.4936928771620632,0.000132739818101382,3.876998781824458,YJL107C
YGR043C,6.849533149037507,0.00013336137826019644,3.8749699248199363,NQM1
YGL078C,-2.0576482469975974,0.00013373188821349448,3.8737650233744922,DBP3
YFR053C,5.501032755608268,0.00014227629200342417,3.846867461896689,HXK1
YHR072W-A,-0.8800664748887825,0.00014494269927181223,3.8388036550645364,NOP10
YDR513W,2.8593265781473836,0.00014500231558206708,3.838625062340995,GRX2
YOR206W,-3.1570328169884654,0.00014728171633916304,3.831851163448336,NOC2
YMR195W,3.588748602235141,0.000148559706695286,3.8280989667046286,ICY1
YDL133C-A,0.45943115575326837,0.0001506533918052661,3.8220210861895714,RPL41B
YNL160W,2.6638952362168347,0.00015528898890215318,3.8088593377587023,YGP1
YDR060W,-2.290761111671672,0.00015570619661612917,3.8076941035356633,MAK21
YGL111W,-2.5363626991394734,0.0001557633448534934,3.8075347353720916,NSA1
YOL127W,-0.5741658167697958,0.0001569600649768264,3.804210830179014,RPL25
YMR266W,-2.151983797106802,0.00015900346344688865,3.7985934156827557,RSN1
YOR173W,6.680333694356794,0.00016211138444719713,3.790186485281114,DCS2
YOR136W,2.17028850507459,0.00016323461177989067,3.787187749312159,IDH2
YOL077C,-3.4070905531659395,0.00016860798350008935,3.77312186560719,BRX1
YNL208W,1.656513935713948,0.00017503057817636064,3.756886072609833,YNL208W
YGR194C,4.455183820438777,0.00017877806457662312,3.747685768637061,XKS1
YHR179W,1.2774662750106471,0.00018005580515692866,3.7445928720323334,OYE2
YGR282C,1.2971704032824023,0.00018174180732722237,3.740545157430541,BGL2
YIL051C,1.3353468697021549,0.00018202956874360294,3.7398580598218376,MMF1
YDR529C,2.3856739521875867,0.0001872226272442867,3.727641664713916,QCR7
YLR178C,4.201854353044815,0.0001872738136939195,3.7275229453332646,TFS1
YOR020W-A,2.2750372556401337,0.0001911192367374176,3.7186955976731517,YOR020W-A
YHR008C,1.7386346112465991,0.00019125142991277625,3.7183953091107798,SOD2
YBR221W-A,1.7062490960069197,0.0001964202594825343,3.7068137195648694,YBR221W-A
YJL164C,4.3627745119154975,0.0002001340335414631,3.6986790516814327,TPK1
YNL192W,4.428323658134622,0.0002042666668686301,3.6898024976657173,CHS1
YBR111C,1.7195794653403893,0.0002043470659252782,3.689631593634351,YSA1
YOR145C,-2.4806018660942333,0.00020805698830998694,3.681817692351234,PNO1
YPL154C,2.6013305658796133,0.0002179567627612433,3.6616296511504274,PEP4
YLL013C,3.5468341809004125,0.00021956641434400643,3.6584340903630217,PUF3
YLR175W,-1.9303591741883723,0.0002308424652124672,3.6366842964217074,CBF5
YPR028W,1.5337174401143265,0.00023759386964505042,3.624164769135598,YOP1
YIR038C,2.4836733719084085,0.00023818540081954444,3.623084861399919,GTT1
YLR366W,-1.0952961867091666,0.0002415199518258385,3.617046986610392,YLR366W
YDL060W,-3.7328573639485856,0.00024266666165287054,3.6149898843796913,TSR1
YMR049C,-2.335668268692984,0.00025449915652743364,3.5943136526831685,ERB1
YKL156W,-1.2740893415455967,0.00026622154834990083,3.57475679502698,RPS27A
YOR382W,3.8600063068925636,0.0002674520919329321,3.5727540008298133,FIT2
YDR050C,0.45760997827217537,0.0002681319363877129,3.5716514554280567,TPI1
YDL097C,1.5381464878097275,0.0002795688227855081,3.5535112622796294,RPN6
YLR300W,2.1322948620052578,0.000280564556960784,3.551967193209921,EXG1
YNL241C,1.7770682567355618,0.0002817458894180158,3.5501424114525597,ZWF1
YLR120C,3.096914853800903,0.00028524232064988897,3.5447860389142054,YPS1
YHR096C,5.230750285122751,0.0003050377812187258,3.515646366690485,HXT5
YLL060C,2.165333426236233,0.00030534575561787556,3.5152081124277257,GTT2
YER057C,1.437717501444733,0.00030801911628445844,3.5114223294760913,HMF1
YDR536W,8.603092309613082,0.00031017907144560936,3.5083875084641067,STL1
YOR310C,-1.5207467125734333,0.0003146924253175999,3.502113710478452,NOP58
YOR028C,2.8372079466522817,0.00031616502912201776,3.5000861688733047,CIN5
YOL121C,-0.8228079121456361,0.0003177878732152074,3.497862679489256,RPS19A
YJR096W,5.627174657811877,0.00032206357686368663,3.492058388069331,YJR096W
YDR453C,3.5693401402998415,0.0003290925143657027,3.482681996182206,TSA2
YGR027C,-0.4844483280090707,0.0003319071456658174,3.4789833975165907,RPS25A
YGL248W,2.575112393018487,0.0003335208123858856,3.4768770600313226,PDE1
YAL030W,2.131274623019542,0.00034328841017104857,3.464340858629961,SNC1
YGR248W,4.885665630507066,0.00034649631593858715,3.4603013785876673,SOL4
YIL107C,3.6051913128715394,0.0003492338965323783,3.456883610434587,PFK26
YOR182C,-0.7394160645616951,0.00035301511097218346,3.452206704041708,RPS30B
YJL148W,-2.208703174262245,0.0003539777892685802,3.451023987411254,RPA34
YLR154W-F,1.45678013408549,0.0003662019998905318,3.4362792882728512,YLR154W-F
YCL035C,2.6022672144532004,0.0003683826662510302,3.433700813134891,GRX1
YJR008W,3.5247614087026973,0.0003730992451526566,3.4281756296146724,MHO1
YPL260W,2.4691146548759497,0.00037895863046685525,3.4214081977907664,CUB1
YLR127C,1.0767035216198335,0.00037967846004677465,3.4205840405957217,APC2
YIL124W,3.669345554570696,0.0003805256514015421,3.419616061924553,AYR1
YBR014C,2.3926674167141018,0.00039133959472477744,3.407446209087456,GRX7
YPL061W,1.4007507889988802,0.0003947387651875031,3.4036902217668032,ALD6
YER074W-A,1.5580753772314497,0.00039709261316196113,3.4011081917395356,YOS1
YFL056C,2.178342025544967,0.0004191947474995663,3.3775841676899923,AAD6
YHL021C,5.279991846086533,0.0004203712979087816,3.3763669443692317,AIM17
Q0130,2.1563436259447637,0.00043156551177302204,3.3649532689129704,OLI1
YLL009C,2.480832256839342,0.00044650854736554593,3.3501702231401342,COX17
YJR094W-A,-0.6107110052034364,0.0004469169375750982,3.349773185827422,RPL43B
YIL111W,3.3183224373747118,0.0004480605951136427,3.34866324862702,COX5B
YKL163W,7.656344819137786,0.00045535756737267514,3.341647441692976,PIR3
YJL151C,1.6837638022956647,0.00046245577173619954,3.3349297959182316,SNA3
YBR054W,3.6340070758520278,0.00046311728326988366,3.334309011084108,YRO2
YLR154W-C,1.561173153802679,0.00046673930368802317,3.3309256260355458,TAR1
YHL033C,-1.1552746426797937,0.0004693383368792225,3.3285139699403024,RPL8A
YBR230C,2.8006016411687966,0.00047022746370724945,3.3276920094343985,OM14
YDL184C,-0.3439901577415398,0.00047573036281264484,3.322639129468944,RPL41A
YKL152C,1.0879668653117294,0.00048379265129009546,3.315340732767028,GPM1
YJR070C,-2.4732026190889127,0.0004839240359184307,3.3152228064768283,LIA1
YPL231W,-1.0167365304541438,0.0004968729041649248,3.3037546858717115,FAS2
YJL062W-A,1.6695010056891446,0.0005037146156829169,3.2978154475573174,COA3
YDL029W,1.4820797569978492,0.0005191473403521398,3.2847093665819993,ARP2
YDL130W-A,2.5429901103105004,0.0005231845484680086,3.281345090781214,STF1
YPL004C,2.5370019385153104,0.0005364817781613895,3.270445024449852,LSP1
YFR003C,1.9879842666586465,0.0005366129283313615,3.270338868310867,YPI1
YBR169C,2.5114907596509175,0.0005462537413046594,3.2626055755182644,SSE2
YML024W,-0.7324237581906646,0.0005487891767767938,3.26059446237504,RPS17A
YLR344W,-0.8314158665418773,0.00055906416629873,3.2525383433296997,RPL26A
YDL126C,1.2370481594025262,0.0005676293225127154,3.2459351779141037,CDC48
YMR318C,0.8738098726711815,0.000569965629131089,3.2441513329744804,ADH6
YPL012W,-1.736498776802992,0.0005709111230813737,3.2434314955363126,RRP12
YFL016C,2.4155452232129733,0.0005904868637655441,3.2287897594519817,MDJ1
YLR154W-E,0.9407200705226041,0.0005907858843942861,3.228569889803733,YLR154W-E
YLR106C,-1.5291132694637617,0.000604013492275037,3.218953360128618,MDN1
YLR009W,-1.9686073866803961,0.0006121021574807177,3.2131760897373436,RLP24
YMR272C,2.3136556110290747,0.0006355948992975716,3.196819596700352,SCS7
YGR234W,-1.1549614529750347,0.0006398507030756101,3.1939213485071907,YHB1
YDL131W,1.9203922651710732,0.0006571563695264,3.1823312783211737,LYS21
YLR367W,-1.228283731963623,0.0006601730728398287,3.1803421936615184,RPS22B
YLR003C,-2.2737654929917213,0.0006647851961562781,3.1773186602516588,CMS1
YDR070C,4.582126837272777,0.000674785231733469,3.170834430894481,FMP16
YBR222C,2.3315539781826575,0.0006809669792008259,3.1668739469690985,PCS60
