gene,class,gene_name
YMR231W,background,PEP5
YMR232W,background,FUS2
YMR233W,background,TRI1
YMR234W,background,RNH1
YMR235C,background,RNA1
YMR236W,background,TAF9
YMR237W,background,BCH1
YMR238W,background,DFG5
YMR239C,background,RNT1
YMR240C,background,CUS1
YMR241W,background,YHM2
YMR242C,time_specific,RPL20A
YMR243C,background,ZRC1
YMR244C-A,background,COA6
YMR244W,background,YMR244W
YMR245W,background,YMR245W
YMR246W,background,FAA4
YMR247C,background,RKR1
YMR250W,background,GAD1
YMR251W,background,GTO3
YMR251W-A,background,HOR7
YMR252C,background,YMR252C
YMR253C,background,YMR253C
YMR254C,background,YMR254C
YMR255W,background,GFD1
YMR256C,background,COX7
YMR257C,background,PET111
YMR258C,background,ROY1
YMR259C,background,TRM732
YMR260C,background,TIF11
YMR261C,background,TPS3
YMR262W,background,YMR262W
YMR263W,background,SAP30
YMR264W,background,CUE1
YMR265C,background,YMR265C
YMR266W,background,RSN1
YMR267W,background,PPA2
YMR268C,background,PRP24
YMR269W,background,TMA23
YMR270C,background,RRN9
YMR271C,background,URA10
YMR272C,background,SCS7
YMR273C,background,ZDS1
YMR274C,background,RCE1
YMR275C,background,BUL1
YMR276W,background,DSK2
YMR277W,background,FCP1
YMR278W,background,PRM15
YMR279C,background,YMR279C
YMR280C,background,CAT8
YMR281W,background,GPI12
YMR282C,background,AEP2
YMR283C,background,RIT1
YMR284W,background,YKU70
YMR285C,background,NGL2
YMR286W,background,MRPL33
YMR287C,background,DSS1
YMR288W,background,HSH155
YMR289W,background,ABZ2
YMR290C,background,HAS1
YMR291W,background,TDA1
YMR292W,background,GOT1
YMR293C,background,HER2
YMR294W,background,JNM1
YMR294W-A,background,YMR294W-A
YMR295C,background,YMR295C
YMR296C,background,LCB1
YMR297W,background,PRC1
YMR298W,background,LIP1
YMR299C,background,DYN3
YMR300C,background,ADE4
YMR301C,background,ATM1
YMR302C,background,YME2
YMR303C,background,ADH2
YMR304C-A,background,YMR304C-A
YMR304W,background,UBP15
YMR305C,background,SCW10
YMR306W,background,FKS3
YMR307W,background,GAS1
YMR308C,background,PSE1
YMR309C,background,NIP1
YMR310C,background,YMR310C
YMR311C,background,GLC8
YMR312W,background,ELP6
YMR313C,background,TGL3
YMR314W,background,PRE5
YMR315W,background,YMR315W
YMR316W,background,DIA1
YMR317W,background,YMR317W
YMR318C,background,ADH6
YMR319C,background,FET4
YMR320W,background,YMR320W
YMR321C,background,YMR321C
YMR322C,background,SNO4
YMR323W,background,ERR3
YMR324C,background,YMR324C
YMR325W,background,PAU19
YNL001W,background,DOM34
YNL002C,background,RLP7
YNL003C,background,PET8
YNL004W,background,HRB1
YNL005C,background,MRP7
YNL006W,background,LST8
YNL007C,background,SIS1
YNL008C,background,ASI3
YNL009W,background,IDP3
YNL010W,background,YNL010W
YNL011C,background,YNL011C
YNL012W,background,SPO1
YNL014W,background,HEF3
YNL015W,background,PBI2
YNL016W,background,PUB1
YNL018C,background,YNL018C
YNL019C,background,YNL019C
YNL020C,background,ARK1
YNL021W,background,HDA1
YNL022C,background,RCM1
YNL023C,background,FAP1
YNL024C,background,EFM6
YNL025C,background,SSN8
YNL026W,background,SAM50
YNL027W,background,CRZ1
YNL029C,background,KTR5
YNL030W,background,HHF2
YNL031C,background,HHT2
YNL032W,background,SIW14
YNL033W,background,YNL033W
YNL034W,background,YNL034W
YNL035C,background,YNL035C
YNL036W,background,NCE103
YNL037C,background,IDH1
YNL038W,background,GPI15
YNL039W,background,BDP1
YNL040W,background,YNL040W
YNL041C,background,COG6
YNL042W,background,BOP3
YNL043C,background,YNL043C
YNL044W,background,YIP3
YNL045W,background,LAP2
YNL046W,background,YNL046W
YNL047C,background,SLM2
YNL048W,background,ALG11
YNL049C,background,SFB2
YNL050C,background,YNL050C
YNL051W,background,COG5
YNL052W,background,COX5A
YNL053W,background,MSG5
YNL054W,background,VAC7
YNL055C,background,POR1
YNL056W,background,OCA2
YNL058C,background,YNL058C
YNL059C,background,ARP5
YNL061W,background,NOP2
YNL062C,background,GCD10
YNL063W,background,MTQ1
YNL064C,background,YDJ1
YNL065W,background,AQR1
YNL066W,background,SUN4
YNL067W,background,RPL9B
YNL068C,background,FKH2
YNL069C,background,RPL16B
YNL070W,background,TOM7
YNL071W,background,LAT1
YNL072W,background,RNH201
YNL073W,background,MSK1
YNL074C,background,MLF3
YNL075W,background,IMP4
YNL076W,background,MKS1
YNL077W,background,APJ1
YNL078W,background,NIS1
YNL079C,background,TPM1
YNL080C,background,EOS1
YNL081C,background,SWS2
YNL082W,background,PMS1
YNL083W,background,SAL1
YNL084C,background,END3
YNL085W,background,MKT1
YNL086W,background,SNN1
YNL087W,background,TCB2
YNL088W,background,TOP2
YNL089C,background,YNL089C
YNL090W,background,RHO2
YNL091W,background,NST1
YNL092W,background,YNL092W
YNL093W,background,YPT53
YNL094W,background,APP1
YNL095C,background,YNL095C
YNL096C,entropy_specific,RPS7B
YNL097C,background,PHO23
YNL098C,background,RAS2
YNL099C,background,OCA1
YNL100W,background,YNL100W
YNL101W,background,AVT4
YNL102W,background,POL1
YNL103W,background,MET4
YNL104C,background,LEU4
YNL106C,background,INP52
YNL107W,background,YAF9
YNL108C,background,YNL108C
YNL109W,background,YNL109W
YNL110C,background,NOP15
YNL111C,background,CYB5
YNL112W,background,DBP2
YNL113W,background,RPC19
YNL115C,background,YNL115C
YNL116W,background,DMA2
YNL117W,background,MLS1
YNL118C,background,DCP2
YNL119W,background,NCS2
YNL121C,background,TOM70
YNL122C,background,YNL122C
YNL123W,background,NMA111
YNL124W,background,NAF1
YNL125C,background,ESBP6
YNL126W,background,SPC98
YNL127W,background,FAR11
YNL128W,background,TEP1
YNL129W,background,NRK1
YNL130C,background,CPT1
YNL131W,background,TOM22
YNL132W,background,KRE33
YNL133C,background,FYV6
YNL134C,background,YNL134C
YNL135C,background,FPR1
YNL136W,background,EAF7
YNL137C,background,NAM9
YNL138W,background,SRV2
YNL139C,background,THO2
YNL140C,background,YNL140C
YNL141W,background,AAH1
YNL142W,background,MEP2
YNL143C,background,YNL143C
YNL144C,background,YNL144C
YNL146W,background,YNL146W
YNL147W,background,LSM7
YNL148C,background,ALF1
YNL149C,background,PGA2
YNL150W,background,YNL150W
YNL151C,background,RPC31
YNL152W,background,INN1
YNL153C,background,GIM3
YNL154C,background,YCK2
YNL155W,background,CUZ1
YNL156C,background,NSG2
YNL157W,background,IGO1
YNL158W,background,PGA1
YNL159C,background,ASI2
YNL160W,background,YGP1
YNL161W,background,CBK1
YNL162W,background,RPL42A
YNL163C,background,RIA1
YNL164C,background,IBD2
YNL165W,background,YNL165W
YNL166C,background,BNI5
YNL167C,background,SKO1
YNL168C,background,FMP41
YNL169C,background,PSD1
YNL170W,background,YNL170W
YNL172W,background,APC1
YNL173C,background,MDG1
YNL175C,background,NOP13
YNL176C,background,TDA7
YNL177C,background,MRPL22
YNL178W,time_specific,RPS3
YNL179C,background,YNL179C
YNL180C,background,RHO5
YNL181W,background,PBR1
YNL182C,background,IPI3
YNL183C,background,NPR1
YNL184C,background,YNL184C
YNL185C,background,MRPL19
YNL186W,background,UBP10
YNL187W,background,SWT21
YNL188W,background,KAR1
YNL189W,background,SRP1
YNL190W,background,YNL190W
YNL191W,background,DUG3
YNL192W,background,CHS1
YNL193W,background,YNL193W
YNL194C,background,YNL194C
YNL195C,background,YNL195C
YNL196C,background,SLZ1
YNL197C,background,WHI3
YNL198C,background,YNL198C
YNL199C,background,GCR2
YNL200C,background,NNR1
YNL201C,background,PSY2
YNL202W,background,SPS19
YNL203C,background,YNL203C
YNL204C,background,SPS18
YNL205C,background,YNL205C
YNL206C,background,RTT106
YNL207W,background,RIO2
YNL208W,background,YNL208W
YNL209W,background,SSB2
YNL210W,background,MER1
YNL211C,background,MRX7
YNL212W,background,VID27
YNL213C,background,RRG9
YNL214W,background,PEX17
YNL215W,background,IES2
YNL216W,background,RAP1
YNL217W,background,YNL217W
YNL218W,background,MGS1
YNL219C,background,ALG9
YNL220W,background,ADE12
YNL221C,background,POP1
YNL222W,background,SSU72
YNL223W,background,ATG4
YNL224C,background,SQS1
YNL225C,background,CNM67
YNL227C,background,JJJ1
YNL229C,background,URE2
YNL230C,background,ELA1
YNL231C,background,PDR16
YNL232W,background,CSL4
YNL233W,background,BNI4
YNL234W,background,YNL234W
YNL235C,background,YNL235C
YNL236W,background,SIN4
YNL237W,background,YTP1
YNL238W,background,KEX2
YNL239W,background,LAP3
YNL240C,background,NAR1
YNL241C,background,ZWF1
YNL242W,background,ATG2
YNL243W,background,SLA2
YNL244C,background,SUI1
YNL245C,background,CWC25
YNL246W,background,VPS75
YNL247W,background,YNL247W
YNL248C,background,RPA49
YNL249C,background,MPA43
YNL250W,background,RAD50
YNL251C,background,NRD1
YNL252C,background,MRPL17
YNL253W,background,TEX1
YNL254C,background,RTC4
YNL255C,background,GIS2
YNL256W,background,FOL1
YNL257C,background,SIP3
YNL258C,background,DSL1
YNL259C,background,ATX1
YNL260C,background,LTO1
YNL261W,background,ORC5
YNL262W,background,POL2
YNL263C,background,YIF1
YNL264C,background,PDR17
YNL265C,background,IST1
YNL266W,background,YNL266W
YNL267W,background,PIK1
YNL268W,background,LYP1
YNL269W,background,BSC4
YNL270C,background,ALP1
YNL271C,background,BNI1
YNL272C,background,SEC2
YNL273W,background,TOF1
YNL274C,background,GOR1
YNL275W,background,BOR1
YNL277W,background,MET2
YNL278W,background,CAF120
YNL279W,background,PRM1
YNL280C,background,ERG24
YNL281W,background,HCH1
YNL282W,background,POP3
YNL283C,background,WSC2
YNL284C,background,MRPL10
YNL285W,background,YNL285W
YNL286W,background,CUS2
YNL287W,background,SEC21
YNL288W,background,CAF40
YNL289W,background,PCL1
YNL290W,background,RFC3
YNL291C,background,MID1
YNL292W,background,PUS4
YNL293W,background,MSB3
YNL294C,background,RIM21
YNL295W,background,MRX6
YNL297C,background,MON2
YNL298W,background,CLA4
YNL299W,background,TRF5
YNL300W,background,TOS6
YNL301C,background,RPL18B
YNL302C,background,RPS19B
YNL303W,entropy_specific,YNL303W
YNL304W,background,YPT11
YNL305C,background,BXI1
YNL306W,background,MRPS18
YNL307C,background,MCK1
YNL308C,background,KRI1
YNL309W,background,STB1
YNL310C,background,ZIM17
YNL311C,background,SKP2
YNL312W,background,RFA2
YNL313C,background,EMW1
YNL314W,background,DAL82
YNL315C,background,ATP11
YNL316C,background,PHA2
YNL317W,background,PFS2
YNL319W,background,YNL319W
YNL320W,background,YNL320W
YNL321W,background,VNX1
YNL322C,background,KRE1
YNL323W,background,LEM3
YNL325C,background,FIG4
YNL326C,background,PFA3
YNL327W,background,EGT2
YNL328C,background,MDJ2
YNL329C,background,PEX6
YNL330C,background,RPD3
YNL331C,background,AAD14
YNL333W,background,SNZ2
YNL334C,background,SNO2
YNL335W,background,DDI3
YNL336W,background,COS1
YNL337W,background,YNL337W
YNR001C,background,CIT1
YNR002C,background,ATO2
YNR003C,background,RPC34
YNR004W,background,SWM2
YNR006W,background,VPS27
YNR007C,background,ATG3
YNR008W,background,LRO1
YNR009W,background,NRM1
YNR010W,background,CSE2
YNR011C,background,PRP2
YNR012W,background,URK1
YNR013C,background,PHO91
YNR014W,background,YNR014W
YNR015W,background,SMM1
YNR016C,background,ACC1
YNR017W,background,TIM23
YNR018W,background,RCF2
YNR019W,background,ARE2
YNR020C,background,ATP23
YNR021W,background,YNR021W
YNR022C,background,MRPL50
YNR023W,background,SNF12
YNR024W,background,MPP6
YNR025C,background,YNR025C
YNR026C,background,SEC12
YNR027W,background,BUD17
YNR028W,background,CPR8
YNR029C,background,YNR029C
YNR030W,background,ALG12
YNR031C,background,SSK2
YNR032W,background,PPG1
YNR033W,background,ABZ1
YNR034W,background,SOL1
YNR035C,background,ARC35
YNR036C,background,MRPS12
YNR037C,background,RSM19
YNR038W,background,DBP6
YNR039C,background,ZRG17
YNR040W,background,YNR040W
YNR041C,background,COQ2
YNR043W,background,MVD1
YNR044W,background,AGA1
YNR045W,background,PET494
YNR046W,background,TRM112
YNR047W,background,FPK1
YNR048W,background,YNR048W
YNR049C,background,MSO1
YNR050C,background,LYS9
YNR051C,background,BRE5
YNR052C,background,POP2
YNR053C,background,NOG2
YNR054C,background,ESF2
YNR055C,background,HOL1
YNR056C,background,BIO5
YNR057C,background,BIO4
YNR058W,background,BIO3
YNR059W,background,MNT4
YNR060W,background,FRE4
YNR061C,background,YNR061C
YNR062C,background,YNR062C
YNR063W,background,YNR063W
YNR064C,background,YNR064C
YNR065C,background,YNR065C
YNR066C,background,YNR066C
YNR067C,background,DSE4
YNR068C,background,YNR068C
YNR069C,background,BSC5
YNR070W,background,PDR18
YNR071C,background,YNR071C
YNR072W,background,HXT17
YNR073C,background,MAN2
YNR074C,background,AIF1
YNR075W,background,COS10
YNR076W,background,PAU6
YOL001W,background,PHO80
YOL002C,background,IZH2
YOL003C,background,PFA4
YOL004W,background,SIN3
YOL005C,background,RPB11
YOL006C,background,TOP1
YOL007C,background,CSI2
YOL008W,background,COQ10
YOL009C,background,MDM12
YOL010W,background,RCL1
YOL011W,background,PLB3
YOL012C,background,HTZ1
YOL013C,background,HRD1
YOL014W,background,YOL014W
YOL015W,background,IRC10
YOL016C,background,CMK2
YOL017W,background,ESC8
YOL018C,background,TLG2
YOL019W,background,YOL019W
YOL020W,background,TAT2
YOL021C,background,DIS3
YOL022C,background,TSR4
YOL023W,background,IFM1
YOL024W,background,YOL024W
YOL025W,background,LAG2
YOL026C,background,MIM1
YOL027C,background,MDM38
YOL028C,background,YAP7
YOL029C,background,YOL029C
YOL030W,background,GAS5
YOL031C,background,SIL1
YOL032W,background,OPI10
YOL033W,background,MSE1
YOL034W,background,SMC5
YOL035C,background,YOL035C
YOL036W,background,YOL036W
YOL037C,background,YOL037C
YOL038W,background,PRE6
YOL039W,time_specific,RPP2A
YOL040C,background,RPS15
YOL041C,background,NOP12
YOL042W,background,NGL1
YOL043C,background,NTG2
YOL044W,background,PEX15
YOL045W,background,PSK2
YOL047C,background,LDS2
YOL048C,background,RRT8
YOL049W,background,GSH2
YOL051W,background,GAL11
YOL052C,background,SPE2
YOL052C-A,background,DDR2
YOL053W,background,AIM39
YOL054W,background,PSH1
YOL055C,background,THI20
YOL056W,background,GPM3
YOL057W,background,YOL057W
YOL058W,background,ARG1
YOL059W,background,GPD2
YOL060C,background,MAM3
YOL061W,background,PRS5
YOL062C,background,APM4
YOL063C,background,CRT10
YOL064C,background,MET22
YOL065C,background,INP54
YOL066C,background,RIB2
YOL067C,background,RTG1
YOL068C,background,HST1
YOL069W,background,NUF2
YOL070C,background,NBA1
YOL071W,background,YOL071W
YOL072W,background,THP1
YOL073C,background,DSC2
YOL075C,background,YOL075C
YOL076W,background,MDM20
YOL077C,background,BRX1
YOL078W,background,AVO1
YOL080C,background,REX4
YOL081W,background,IRA2
YOL082W,background,ATG19
YOL083W,background,ATG34
YOL084W,background,PHM7
YOL085C,background,YOL085C
YOL086C,background,ADH1
YOL087C,background,DUF1
YOL088C,background,MPD2
YOL089C,background,HAL9
YOL090W,background,MSH2
YOL091W,background,SPO21
YOL092W,background,YPQ1
YOL093W,background,TRM10
YOL094C,background,RFC4
YOL095C,background,HMI1
YOL096C,background,COQ3
YOL097C,background,WRS1
YOL098C,background,SDD3
YOL099C,background,YOL099C
YOL100W,background,PKH2
YOL101C,background,IZH4
YOL102C,background,TPT1
YOL103W,background,ITR2
YOL104C,background,NDJ1
YOL105C,background,WSC3
YOL106W,background,YOL106W
YOL107W,background,YOL107W
YOL108C,background,INO4
YOL109W,background,ZEO1
YOL110W,background,SHR5
YOL111C,background,MDY2
YOL112W,background,MSB4
YOL113W,background,SKM1
YOL114C,background,PTH4
YOL115W,background,PAP2
YOL116W,background,MSN1
YOL117W,background,RRI2
YOL118C,background,YOL118C
YOL119C,background,MCH4
YOL120C,time_specific,RPL18A
YOL121C,background,RPS19A
YOL122C,background,SMF1
YOL123W,background,HRP1
YOL124C,background,TRM11
YOL125W,background,TRM13
YOL126C,background,MDH2
YOL127W,background,RPL25
YOL128C,background,YGK3
YOL129W,background,VPS68
YOL130W,background,ALR1
YOL132W,background,GAS4
YOL133W,background,HRT1
YOL135C,background,MED7
YOL136C,background,PFK27
YOL137W,background,BSC6
YOL138C,background,RTC1
YOL139C,background,CDC33
YOL140W,background,ARG8
YOL141W,background,PPM2
YOL142W,background,RRP40
YOL143C,background,RIB4
YOL144W,background,NOP8
YOL145C,background,CTR9
YOL146W,background,PSF3
YOL147C,background,PEX11
YOL148C,background,SPT20
YOL149W,background,DCP1
YOL151W,background,GRE2
YOL152W,background,FRE7
YOL154W,background,ZPS1
YOL155C,background,HPF1
YOL156W,background,HXT11
YOL157C,background,IMA2
YOL158C,background,ENB1
YOL159C,background,CSS3
YOL160W,background,YOL160W
YOL162W,background,YOL162W
YOL163W,background,YOL163W
YOL164W,background,BDS1
YOL165C,background,AAD15
YOR001W,background,RRP6
YOR002W,background,ALG6
YOR003W,background,YSP3
YOR004W,background,UTP23
YOR005C,background,DNL4
YOR006C,background,TSR3
YOR007C,background,SGT2
YOR008C,background,SLG1
YOR009W,background,TIR4
YOR010C,background,TIR2
YOR011W,background,AUS1
YOR012W,background,YOR012W
YOR013W,background,IRC11
YOR014W,background,RTS1
YOR015W,background,YOR015W
YOR016C,background,ERP4
YOR017W,background,PET127
YOR018W,background,ROD1
YOR019W,background,YOR019W
YOR020C,background,HSP10
YOR021C,background,SFM1
YOR022C,background,DDL1
YOR023C,background,AHC1
YOR024W,background,YOR024W
YOR025W,background,HST3
YOR026W,background,BUB3
YOR027W,background,STI1
YOR028C,background,CIN5
YOR030W,background,DFG16
YOR031W,background,None
YOR032C,background,HMS1
YOR033C,background,EXO1
YOR034C,background,AKR2
YOR035C,background,SHE4
YOR036W,background,PEP12
YOR037W,background,CYC2
YOR038C,background,HIR2
YOR039W,background,CKB2
YOR040W,background,GLO4
YOR042W,background,CUE5
YOR043W,background,WHI2
YOR044W,background,IRC23
YOR045W,background,TOM6
YOR046C,background,DBP5
YOR047C,background,STD1
YOR048C,background,RAT1
YOR049C,background,RSB1
YOR050C,background,YOR050C
YOR051C,background,ETT1
YOR052C,background,YOR052C
YOR054C,background,VHS3
YOR055W,background,YOR055W
YOR056C,background,NOB1
YOR057W,background,SGT1
YOR058C,background,ASE1
YOR059C,background,YOR059C
YOR060C,background,SLD7
YOR061W,background,CKA2
YOR062C,background,YOR062C
YOR063W,background,RPL3
YOR064C,background,YNG1
YOR065W,background,CYT1
YOR066W,background,MSA1
YOR067C,background,ALG8
YOR069W,background,VPS5
YOR070C,background,GYP1
YOR071C,background,NRT1
YOR072W,background,YOR072W
YOR073W,background,SGO1
YOR074C,background,CDC21
YOR075W,background,UFE1
YOR076C,background,SKI7
YOR077W,background,RTS2
YOR078W,background,BUD21
YOR079C,background,ATX2
YOR080W,background,DIA2
YOR081C,background,TGL5
YOR083W,background,WHI5
YOR084W,background,LPX1
YOR085W,background,OST3
YOR086C,background,TCB1
YOR087W,background,YVC1
YOR089C,background,VPS21
YOR090C,background,PTC5
YOR091W,background,TMA46
YOR092W,background,ECM3
YOR093C,background,CMR2
YOR094W,background,ARF3
YOR095C,background,RKI1
YOR096W,time_specific,RPS7A
YOR097C,background,YOR097C
YOR098C,background,NUP1
YOR099W,background,KTR1
YOR100C,background,CRC1
YOR101W,background,RAS1
YOR102W,background,YOR102W
YOR103C,background,OST2
YOR104W,background,PIN2
YOR105W,background,YOR105W
YOR106W,background,VAM3
YOR107W,background,RGS2
YOR108W,background,LEU9
YOR109W,background,INP53
YOR110W,background,TFC7
YOR111W,background,YOR111W
YOR112W,background,CEX1
YOR113W,background,AZF1
YOR114W,background,YOR114W
YOR115C,background,TRS33
YOR116C,background,RPO31
YOR117W,background,RPT5
YOR118W,background,RTC5
YOR119C,background,RIO1
YOR120W,background,GCY1
YOR121C,background,YOR121C
YOR122C,background,PFY1
YOR123C,background,LEO1
YOR124C,background,UBP2
YOR125C,background,CAT5
YOR126C,background,IAH1
YOR127W,background,RGA1
YOR128C,background,ADE2
YOR129C,background,AFI1
YOR130C,background,ORT1
YOR131C,background,YOR131C
YOR132W,background,VPS17
YOR133W,background,EFT1
YOR134W,background,BAG7
YOR135C,background,IRC14
YOR136W,background,IDH2
YOR137C,background,SIA1
YOR138C,background,RUP1
YOR139C,background,YOR139C
YOR140W,background,SFL1
YOR141C,background,ARP8
YOR142W,background,LSC1
YOR143C,background,THI80
YOR144C,background,ELG1
YOR145C,background,PNO1
YOR147W,background,MDM32
YOR148C,background,SPP2
YOR149C,background,SMP3
YOR150W,background,MRPL23
YOR151C,background,RPB2
YOR152C,background,ATG40
YOR153W,background,PDR5
YOR154W,background,SLP1
YOR155C,background,ISN1
YOR156C,background,NFI1
YOR157C,background,PUP1
YOR158W,background,PET123
YOR159C,background,SME1
YOR160W,background,MTR10
YOR161C,background,PNS1
YOR162C,background,YRR1
YOR163W,background,DDP1
YOR164C,background,GET4
YOR165W,background,SEY1
YOR166C,background,SWT1
YOR167C,background,RPS28A
YOR168W,background,GLN4
YOR169C,background,YOR169C
YOR170W,background,YOR170W
YOR171C,background,LCB4
YOR172W,background,YRM1
YOR173W,background,DCS2
YOR174W,background,MED4
YOR175C,background,ALE1
YOR176W,background,HEM15
YOR177C,background,MPC54
YOR178C,background,GAC1
YOR179C,background,SYC1
YOR180C,background,DCI1
YOR181W,background,LAS17
YOR182C,background,RPS30B
YOR183W,background,FYV12
YOR184W,background,SER1
YOR185C,background,GSP2
YOR186W,background,YOR186W
YOR187W,background,TUF1
YOR188W,background,MSB1
YOR189W,background,IES4
YOR190W,background,SPR1
YOR191W,background,ULS1
YOR192C,background,THI72
YOR193W,background,PEX27
YOR194C,background,TOA1
YOR195W,background,SLK19
YOR196C,background,LIP5
YOR197W,background,MCA1
YOR198C,background,BFR1
YOR199W,background,YOR199W
YOR201C,background,MRM1
YOR203W,background,YOR203W
YOR204W,background,DED1
YOR205C,background,GEP3
YOR206W,background,NOC2
YOR207C,background,RET1
YOR208W,background,PTP2
YOR209C,background,NPT1
YOR210W,background,RPB10
YOR211C,background,MGM1
YOR212W,background,STE4
YOR213C,background,SAS5
YOR215C,background,AIM41
YOR216C,background,RUD3
YOR217W,background,RFC1
YOR218C,background,YOR218C
YOR219C,background,STE13
YOR220W,background,RCN2
YOR221C,background,MCT1
YOR222W,background,ODC2
YOR223W,background,DSC3
YOR224C,background,RPB8
YOR225W,background,YOR225W
YOR226C,background,ISU2
YOR227W,background,HER1
YOR228C,background,MCP1
YOR229W,background,WTM2
YOR230W,background,WTM1
YOR231W,background,MKK1
YOR232W,background,MGE1
YOR233W,background,KIN4
YOR234C,background,RPL33B
YOR235W,background,IRC13
YOR236W,background,DFR1
YOR237W,background,HES1
YOR238W,background,YOR238W
YOR239W,background,ABP140
YOR241W,background,MET7
YOR242C,background,SSP2
YOR243C,background,PUS7
YOR244W,background,ESA1
YOR245C,background,DGA1
YOR246C,background,ENV9
YOR247W,background,SRL1
YOR248W,background,YOR248W
YOR249C,background,APC5
YOR250C,background,CLP1
YOR251C,background,TUM1
YOR252W,background,TMA16
YOR253W,background,NAT5
YOR254C,background,SEC63
YOR256C,background,TRE2
YOR257W,background,CDC31
YOR258W,background,HNT3
YOR259C,background,RPT4
YOR260W,background,GCD1
YOR261C,background,RPN8
YOR262W,background,GPN2
YOR264W,background,DSE3
YOR265W,background,RBL2
YOR266W,background,PNT1
YOR267C,background,HRK1
YOR269W,background,PAC1
YOR270C,background,VPH1
YOR271C,background,FSF1
YOR272W,background,YTM1
YOR273C,background,TPO4
YOR274W,background,MOD5
YOR275C,background,RIM20
YOR276W,background,CAF20
YOR278W,background,HEM4
YOR279C,background,RFM1
YOR280C,background,FSH3
YOR281C,background,PLP2
YOR283W,background,YOR283W
YOR284W,background,HUA2
YOR285W,background,RDL1
YOR286W,background,RDL2
YOR287C,background,RRP36
YOR288C,background,MPD1
YOR289W,background,YOR289W
YOR290C,background,SNF2
YOR291W,background,YPK9
YOR292C,background,YOR292C
YOR293W,background,RPS10A
YOR294W,background,RRS1
YOR295W,background,UAF30
YOR296W,background,YOR296W
YOR297C,background,TIM18
YOR298W,background,MUM3
YOR299W,background,BUD7
YOR301W,background,RAX1
YOR302W,background,YOR302W
YOR303W,background,CPA1
YOR304C-A,background,BIL1
YOR304W,background,ISW2
YOR305W,background,RRG7
YOR306C,background,MCH5
YOR307C,background,SLY41
YOR308C,background,SNU66
YOR309C,background,YOR309C
YOR310C,background,NOP58
YOR311C,background,DGK1
YOR312C,entropy_specific,RPL20B
YOR315W,background,SFG1
YOR316C,background,COT1
YOR317W,background,FAA1
YOR318C,background,YOR318C
YOR319W,background,HSH49
YOR320C,background,GNT1
YOR321W,background,PMT3
YOR322C,background,LDB19
YOR323C,background,PRO2
YOR324C,background,FRT1
YOR326W,background,MYO2
YOR327C,background,SNC2
YOR328W,background,PDR10
YOR329C,background,SCD5
YOR330C,background,MIP1
YOR332W,background,VMA4
YOR334W,background,MRS2
YOR335C,background,ALA1
YOR336W,background,KRE5
YOR337W,background,TEA1
YOR338W,background,YOR338W
YOR339C,background,UBC11
YOR340C,background,RPA43
YOR341W,background,RPA190
YOR342C,background,YOR342C
YOR343C,background,YOR343C
YOR344C,background,TYE7
YOR346W,background,REV1
YOR347C,background,PYK2
YOR348C,background,PUT4
YOR349W,background,CIN1
YOR350C,background,MNE1
YOR351C,background,MEK1
YOR352W,background,TFB6
YOR353C,background,SOG2
YOR354C,background,MSC6
YOR355W,background,GDS1
YOR356W,background,CIR2
YOR357C,background,SNX3
YOR358W,background,HAP5
YOR359W,background,VTS1
YOR360C,background,PDE2
YOR361C,background,PRT1
YOR362C,background,PRE10
YOR363C,background,PIP2
YOR365C,background,YOR365C
YOR367W,background,SCP1
YOR368W,background,RAD17
YOR369C,time_specific,RPS12
YOR370C,background,MRS6
YOR371C,background,GPB1
YOR372C,background,NDD1
YOR373W,background,NUD1
YOR374W,background,ALD4
YOR375C,background,GDH1
YOR376W,background,YOR376W
YOR377W,background,ATF1
YOR378W,background,AMF1
YOR380W,background,RDR1
YOR381W,background,FRE3
YOR382W,background,FIT2
YOR383C,background,FIT3
YOR384W,background,FRE5
YOR385W,background,YOR385W
YOR386W,background,PHR1
YOR387C,background,YOR387C
YOR388C,background,FDH1
YOR389W,background,YOR389W
YOR390W,background,FEX1
YOR391C,background,HSP33
YPL001W,background,HAT1
YPL002C,background,SNF8
YPL003W,background,ULA1
YPL004C,background,LSP1
YPL005W,background,AEP3
YPL006W,background,NCR1
YPL007C,background,TFC8
YPL008W,background,CHL1
YPL009C,background,RQC2
YPL010W,background,RET3
YPL011C,background,TAF3
YPL012W,background,RRP12
YPL013C,background,MRPS16
YPL014W,background,CIP1
YPL015C,background,HST2
YPL016W,background,SWI1
YPL017C,background,IRC15
YPL018W,background,CTF19
YPL019C,background,VTC3
YPL020C,background,ULP1
YPL022W,background,RAD1
YPL023C,background,MET12
YPL024W,background,RMI1
YPL025C,background,YPL025C
YPL026C,background,SKS1
YPL027W,background,SMA1
YPL028W,background,ERG10
YPL029W,background,SUV3
YPL030W,background,TRM44
YPL031C,background,PHO85
YPL032C,background,SVL3
YPL034W,background,YPL034W
YPL035C,background,YPL035C
YPL036W,background,PMA2
YPL037C,background,EGD1
YPL038W,background,MET31
YPL039W,background,YPL039W
YPL040C,background,ISM1
YPL041C,background,MRX11
YPL042C,background,SSN3
YPL043W,background,NOP4
YPL045W,background,VPS16
YPL046C,background,ELC1
YPL047W,background,SGF11
YPL048W,background,CAM1
YPL049C,background,DIG1
YPL050C,background,MNN9
YPL051W,background,ARL3
YPL052W,background,OAZ1
YPL053C,background,KTR6
